,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
12,0.000276,https://api.spotify.com/v1/audio-analysis/6GqRl2u7LIW93T8Vi5LnXU,0.583,218589,0.778,6GqRl2u7LIW93T8Vi5LnXU,0.0,5,0.621,-4.766,1,0.0403,122.053,4,https://api.spotify.com/v1/tracks/6GqRl2u7LIW93T8Vi5LnXU,audio_features,spotify:track:6GqRl2u7LIW93T8Vi5LnXU,0.446
13,0.00754,https://api.spotify.com/v1/audio-analysis/0iQ77tSa7ncj7zBPtVx6cU,0.582,261373,0.821,0iQ77tSa7ncj7zBPtVx6cU,2.1e-06,0,0.818,-4.861,1,0.0365,100.025,4,https://api.spotify.com/v1/tracks/0iQ77tSa7ncj7zBPtVx6cU,audio_features,spotify:track:0iQ77tSa7ncj7zBPtVx6cU,0.468
14,0.00173,https://api.spotify.com/v1/audio-analysis/3e0yTP5trHBBVvV32jwXqF,0.472,321280,0.844,3e0yTP5trHBBVvV32jwXqF,0.0,10,0.24,-6.578,1,0.054,140.034,4,https://api.spotify.com/v1/tracks/3e0yTP5trHBBVvV32jwXqF,audio_features,spotify:track:3e0yTP5trHBBVvV32jwXqF,0.34
15,0.0158,https://api.spotify.com/v1/audio-analysis/3YQ96qkxiEwTLwgu2Izcmq,0.575,196533,0.694,3YQ96qkxiEwTLwgu2Izcmq,0.0,1,0.108,-5.675,1,0.0709,77.539,4,https://api.spotify.com/v1/tracks/3YQ96qkxiEwTLwgu2Izcmq,audio_features,spotify:track:3YQ96qkxiEwTLwgu2Izcmq,0.442
16,0.0299,https://api.spotify.com/v1/audio-analysis/53Y3z7kPzelQbBnhysjzlw,0.57,222573,0.83,53Y3z7kPzelQbBnhysjzlw,0.0,1,0.148,-5.096,1,0.0579,155.014,4,https://api.spotify.com/v1/tracks/53Y3z7kPzelQbBnhysjzlw,audio_features,spotify:track:53Y3z7kPzelQbBnhysjzlw,0.765
17,0.151,https://api.spotify.com/v1/audio-analysis/3Xzog9enTvbsc0G7G9M58D,0.82,193987,0.615,3Xzog9enTvbsc0G7G9M58D,0.0,0,0.204,-4.548,1,0.0466,129.874,4,https://api.spotify.com/v1/tracks/3Xzog9enTvbsc0G7G9M58D,audio_features,spotify:track:3Xzog9enTvbsc0G7G9M58D,0.768
18,0.0283,https://api.spotify.com/v1/audio-analysis/76EeScTnI2sCjDY0SfEoSb,0.421,175907,0.831,76EeScTnI2sCjDY0SfEoSb,0.0,4,0.464,-5.128,1,0.107,134.027,4,https://api.spotify.com/v1/tracks/76EeScTnI2sCjDY0SfEoSb,audio_features,spotify:track:76EeScTnI2sCjDY0SfEoSb,0.488
19,0.00059,https://api.spotify.com/v1/audio-analysis/3JxaZPq4UjkOaxnpyMUtAC,0.594,218720,0.858,3JxaZPq4UjkOaxnpyMUtAC,3.11e-06,9,0.0642,-4.339,1,0.0387,138.021,4,https://api.spotify.com/v1/tracks/3JxaZPq4UjkOaxnpyMUtAC,audio_features,spotify:track:3JxaZPq4UjkOaxnpyMUtAC,0.663
0,0.0107,https://api.spotify.com/v1/audio-analysis/5OzQuvOzXq1wzZ5NsbjUYV,0.626,304413,0.667,5OzQuvOzXq1wzZ5NsbjUYV,0.0,0,0.0781,-6.662,1,0.0419,114.004,4,https://api.spotify.com/v1/tracks/5OzQuvOzXq1wzZ5NsbjUYV,audio_features,spotify:track:5OzQuvOzXq1wzZ5NsbjUYV,0.178
1,0.263,https://api.spotify.com/v1/audio-analysis/1MJ5f5EYBC92ADD6xcz7nb,0.537,231724,0.558,1MJ5f5EYBC92ADD6xcz7nb,0.91,11,0.102,-8.678,1,0.0929,131.037,4,https://api.spotify.com/v1/tracks/1MJ5f5EYBC92ADD6xcz7nb,audio_features,spotify:track:1MJ5f5EYBC92ADD6xcz7nb,0.505
2,0.00294,https://api.spotify.com/v1/audio-analysis/2OFrAsP5Vrcb0DtsPNsm54,0.501,190846,0.765,2OFrAsP5Vrcb0DtsPNsm54,0.49,6,0.184,-7.063,0,0.0281,91.769,4,https://api.spotify.com/v1/tracks/2OFrAsP5Vrcb0DtsPNsm54,audio_features,spotify:track:2OFrAsP5Vrcb0DtsPNsm54,0.46
3,0.776,https://api.spotify.com/v1/audio-analysis/46SWSNRB3oAAOu21Apj22z,0.877,212460,0.178,46SWSNRB3oAAOu21Apj22z,0.0193,3,0.107,-13.987,1,0.102,74.997,4,https://api.spotify.com/v1/tracks/46SWSNRB3oAAOu21Apj22z,audio_features,spotify:track:46SWSNRB3oAAOu21Apj22z,0.442
4,0.0876,https://api.spotify.com/v1/audio-analysis/4keAoywVf4jxRvXU7ON0hV,0.43,145893,0.771,4keAoywVf4jxRvXU7ON0hV,0.0239,5,0.121,-7.176,1,0.0375,201.001,4,https://api.spotify.com/v1/tracks/4keAoywVf4jxRvXU7ON0hV,audio_features,spotify:track:4keAoywVf4jxRvXU7ON0hV,0.772
5,0.581,https://api.spotify.com/v1/audio-analysis/2N4idqj9TT3HnH2OFT9j0v,0.709,181587,0.496,2N4idqj9TT3HnH2OFT9j0v,0.195,1,0.151,-10.528,0,0.0417,78.477,4,https://api.spotify.com/v1/tracks/2N4idqj9TT3HnH2OFT9j0v,audio_features,spotify:track:2N4idqj9TT3HnH2OFT9j0v,0.469
6,0.0639,https://api.spotify.com/v1/audio-analysis/25SJaCCPiosugnlY53VhRG,0.565,173889,0.832,25SJaCCPiosugnlY53VhRG,0.0291,8,0.386,-5.751,0,0.108,143.302,4,https://api.spotify.com/v1/tracks/25SJaCCPiosugnlY53VhRG,audio_features,spotify:track:25SJaCCPiosugnlY53VhRG,0.847
7,0.208,https://api.spotify.com/v1/audio-analysis/601KiLiZtBJRTXBrTjeieP,0.514,233818,0.632,601KiLiZtBJRTXBrTjeieP,0.0132,2,0.115,-6.305,1,0.0501,94.569,4,https://api.spotify.com/v1/tracks/601KiLiZtBJRTXBrTjeieP,audio_features,spotify:track:601KiLiZtBJRTXBrTjeieP,0.31
8,0.444,https://api.spotify.com/v1/audio-analysis/1CKm95B5JmaSCnZLquInM4,0.489,126224,0.793,1CKm95B5JmaSCnZLquInM4,0.3,10,0.213,-5.848,1,0.0421,81.326,4,https://api.spotify.com/v1/tracks/1CKm95B5JmaSCnZLquInM4,audio_features,spotify:track:1CKm95B5JmaSCnZLquInM4,0.603
9,0.219,https://api.spotify.com/v1/audio-analysis/1KTMZ2DeqT4oqIJ7Co5F6R,0.749,150547,0.401,1KTMZ2DeqT4oqIJ7Co5F6R,0.0931,3,0.206,-10.856,1,0.0391,138.811,4,https://api.spotify.com/v1/tracks/1KTMZ2DeqT4oqIJ7Co5F6R,audio_features,spotify:track:1KTMZ2DeqT4oqIJ7Co5F6R,0.616
10,0.0944,https://api.spotify.com/v1/audio-analysis/36rqjSUBaArtMBLWrzwInc,0.573,227653,0.473,36rqjSUBaArtMBLWrzwInc,0.397,8,0.199,-10.839,0,0.0268,77.494,4,https://api.spotify.com/v1/tracks/36rqjSUBaArtMBLWrzwInc,audio_features,spotify:track:36rqjSUBaArtMBLWrzwInc,0.515
11,0.648,https://api.spotify.com/v1/audio-analysis/0CZ8lquoTX2Dkg7Ak2inwA,0.6,225133,0.535,0CZ8lquoTX2Dkg7Ak2inwA,4.7e-06,4,0.162,-7.043,1,0.107,71.912,4,https://api.spotify.com/v1/tracks/0CZ8lquoTX2Dkg7Ak2inwA,audio_features,spotify:track:0CZ8lquoTX2Dkg7Ak2inwA,0.269
12,0.549,https://api.spotify.com/v1/audio-analysis/53jbdPQBaH6WaQvW0zmGBs,0.401,207720,0.507,53jbdPQBaH6WaQvW0zmGBs,0.0,2,0.164,-7.001,1,0.089,180.159,4,https://api.spotify.com/v1/tracks/53jbdPQBaH6WaQvW0zmGBs,audio_features,spotify:track:53jbdPQBaH6WaQvW0zmGBs,0.236
13,0.049,https://api.spotify.com/v1/audio-analysis/6VCeywT4JeawuZOUkQ1okx,0.739,205533,0.621,6VCeywT4JeawuZOUkQ1okx,0.00369,11,0.0718,-6.929,0,0.238,85.969,4,https://api.spotify.com/v1/tracks/6VCeywT4JeawuZOUkQ1okx,audio_features,spotify:track:6VCeywT4JeawuZOUkQ1okx,0.462
14,0.134,https://api.spotify.com/v1/audio-analysis/7FVGIPgLMDChTffvG2LuHV,0.614,174667,0.585,7FVGIPgLMDChTffvG2LuHV,0.000129,10,0.0948,-9.483,1,0.164,169.905,4,https://api.spotify.com/v1/tracks/7FVGIPgLMDChTffvG2LuHV,audio_features,spotify:track:7FVGIPgLMDChTffvG2LuHV,0.211
15,0.277,https://api.spotify.com/v1/audio-analysis/7vfaRUaFBDwENwa3tzJY64,0.635,211413,0.496,7vfaRUaFBDwENwa3tzJY64,0.00634,9,0.081,-8.858,1,0.0338,141.863,4,https://api.spotify.com/v1/tracks/7vfaRUaFBDwENwa3tzJY64,audio_features,spotify:track:7vfaRUaFBDwENwa3tzJY64,0.733
16,0.394,https://api.spotify.com/v1/audio-analysis/3SO5iPrvbgXz2XUwjOExDs,0.52,299613,0.253,3SO5iPrvbgXz2XUwjOExDs,0.000131,0,0.109,-12.407,1,0.0344,139.555,3,https://api.spotify.com/v1/tracks/3SO5iPrvbgXz2XUwjOExDs,audio_features,spotify:track:3SO5iPrvbgXz2XUwjOExDs,0.219
17,0.188,https://api.spotify.com/v1/audio-analysis/0mAbTVcMX3KLOGJTfkhfFy,0.4,173227,0.455,0mAbTVcMX3KLOGJTfkhfFy,1.45e-05,5,0.109,-11.733,1,0.0392,124.752,4,https://api.spotify.com/v1/tracks/0mAbTVcMX3KLOGJTfkhfFy,audio_features,spotify:track:0mAbTVcMX3KLOGJTfkhfFy,0.343
18,0.819,https://api.spotify.com/v1/audio-analysis/4R87lF4uKzgCNL1bEJeXqa,0.337,86613,0.0128,4R87lF4uKzgCNL1bEJeXqa,0.026,0,0.107,-14.34,1,0.0583,138.243,4,https://api.spotify.com/v1/tracks/4R87lF4uKzgCNL1bEJeXqa,audio_features,spotify:track:4R87lF4uKzgCNL1bEJeXqa,0.0707
19,0.468,https://api.spotify.com/v1/audio-analysis/4XbZuXFhpVFkAOpmxhxE7K,0.525,222127,0.533,4XbZuXFhpVFkAOpmxhxE7K,0.583,10,0.0898,-8.241,1,0.0383,163.437,4,https://api.spotify.com/v1/tracks/4XbZuXFhpVFkAOpmxhxE7K,audio_features,spotify:track:4XbZuXFhpVFkAOpmxhxE7K,0.108
0,0.147,https://api.spotify.com/v1/audio-analysis/10Igtw8bSDyyFs7KIsKngZ,0.755,216632,0.599,10Igtw8bSDyyFs7KIsKngZ,0.0,8,0.109,-5.042,1,0.224,133.123,4,https://api.spotify.com/v1/tracks/10Igtw8bSDyyFs7KIsKngZ,audio_features,spotify:track:10Igtw8bSDyyFs7KIsKngZ,0.755
1,0.203,https://api.spotify.com/v1/audio-analysis/0NBiC3zLXoBQXBjsbnbwJq,0.831,244340,0.514,0NBiC3zLXoBQXBjsbnbwJq,0.000156,7,0.115,-6.695,1,0.0368,114.94,4,https://api.spotify.com/v1/tracks/0NBiC3zLXoBQXBjsbnbwJq,audio_features,spotify:track:0NBiC3zLXoBQXBjsbnbwJq,0.397
2,0.114,https://api.spotify.com/v1/audio-analysis/6AoYWCzsDls6c61Zp5qTuU,0.858,290836,0.697,6AoYWCzsDls6c61Zp5qTuU,0.0,2,0.224,-5.361,1,0.23,98.012,4,https://api.spotify.com/v1/tracks/6AoYWCzsDls6c61Zp5qTuU,audio_features,spotify:track:6AoYWCzsDls6c61Zp5qTuU,0.364
3,0.433,https://api.spotify.com/v1/audio-analysis/1Ysc1uDZtf430TGavoS1j4,0.685,353960,0.621,1Ysc1uDZtf430TGavoS1j4,0.0,11,0.607,-8.442,0,0.361,128.906,3,https://api.spotify.com/v1/tracks/1Ysc1uDZtf430TGavoS1j4,audio_features,spotify:track:1Ysc1uDZtf430TGavoS1j4,0.538
4,0.0144,https://api.spotify.com/v1/audio-analysis/0egGmGkZ8maYdEYo4RrVsZ,0.8,285894,0.656,0egGmGkZ8maYdEYo4RrVsZ,0.0,5,0.354,-5.874,0,0.114,119.921,4,https://api.spotify.com/v1/tracks/0egGmGkZ8maYdEYo4RrVsZ,audio_features,spotify:track:0egGmGkZ8maYdEYo4RrVsZ,0.436
5,0.574,https://api.spotify.com/v1/audio-analysis/4lh1PamTsomWbFpkOPyfrD,0.916,645876,0.362,4lh1PamTsomWbFpkOPyfrD,0.0,8,0.134,-8.331,1,0.373,104.979,4,https://api.spotify.com/v1/tracks/4lh1PamTsomWbFpkOPyfrD,audio_features,spotify:track:4lh1PamTsomWbFpkOPyfrD,0.416
6,0.0521,https://api.spotify.com/v1/audio-analysis/1tA9cQEtQPvUdcndCUcP9E,0.743,219937,0.508,1tA9cQEtQPvUdcndCUcP9E,0.0,2,0.153,-8.145,1,0.0708,83.998,4,https://api.spotify.com/v1/tracks/1tA9cQEtQPvUdcndCUcP9E,audio_features,spotify:track:1tA9cQEtQPvUdcndCUcP9E,0.0548
7,0.182,https://api.spotify.com/v1/audio-analysis/7F6oEeRgjOoesYz8qOov7p,0.906,262985,0.888,7F6oEeRgjOoesYz8qOov7p,0.0,2,0.934,-7.275,1,0.152,105.991,4,https://api.spotify.com/v1/tracks/7F6oEeRgjOoesYz8qOov7p,audio_features,spotify:track:7F6oEeRgjOoesYz8qOov7p,0.756
8,0.224,https://api.spotify.com/v1/audio-analysis/5NLT6uux4omoMlIFlBxRSI,0.738,258837,0.709,5NLT6uux4omoMlIFlBxRSI,0.0,5,0.504,-4.87,0,0.238,95.945,4,https://api.spotify.com/v1/tracks/5NLT6uux4omoMlIFlBxRSI,audio_features,spotify:track:5NLT6uux4omoMlIFlBxRSI,0.832
9,0.213,https://api.spotify.com/v1/audio-analysis/0zRap4IN4GliABWHrElGWL,0.585,240876,0.79,0zRap4IN4GliABWHrElGWL,0.0,10,0.327,-4.98,0,0.34,155.963,4,https://api.spotify.com/v1/tracks/0zRap4IN4GliABWHrElGWL,audio_features,spotify:track:0zRap4IN4GliABWHrElGWL,0.722
10,0.832,https://api.spotify.com/v1/audio-analysis/2FCu1NM98eXCds1M0ikzWj,0.291,268160,0.43,2FCu1NM98eXCds1M0ikzWj,0.688,6,0.114,-10.884,1,0.0674,67.643,4,https://api.spotify.com/v1/tracks/2FCu1NM98eXCds1M0ikzWj,audio_features,spotify:track:2FCu1NM98eXCds1M0ikzWj,0.037
11,0.159,https://api.spotify.com/v1/audio-analysis/6SnwXJTehRbJyDgTlZc1Tr,0.364,369280,0.862,6SnwXJTehRbJyDgTlZc1Tr,0.44,0,0.126,-5.651,0,0.301,82.001,4,https://api.spotify.com/v1/tracks/6SnwXJTehRbJyDgTlZc1Tr,audio_features,spotify:track:6SnwXJTehRbJyDgTlZc1Tr,0.0557
12,0.00461,https://api.spotify.com/v1/audio-analysis/1NhilkWAvuOHN3c0m88N98,0.491,189133,0.925,1NhilkWAvuOHN3c0m88N98,0.0031,5,0.123,-3.233,0,0.0981,150.031,4,https://api.spotify.com/v1/tracks/1NhilkWAvuOHN3c0m88N98,audio_features,spotify:track:1NhilkWAvuOHN3c0m88N98,0.145
13,0.0958,https://api.spotify.com/v1/audio-analysis/7G0Yar2BaHpKW4GrD9SOXS,0.5,272773,0.815,7G0Yar2BaHpKW4GrD9SOXS,0.0389,1,0.0877,-5.051,1,0.127,160.018,4,https://api.spotify.com/v1/tracks/7G0Yar2BaHpKW4GrD9SOXS,audio_features,spotify:track:7G0Yar2BaHpKW4GrD9SOXS,0.135
14,0.00436,https://api.spotify.com/v1/audio-analysis/11Cz8Naeb1fIOqtkkPVNzg,0.578,233182,0.909,11Cz8Naeb1fIOqtkkPVNzg,0.00128,7,0.707,-3.672,1,0.105,87.983,4,https://api.spotify.com/v1/tracks/11Cz8Naeb1fIOqtkkPVNzg,audio_features,spotify:track:11Cz8Naeb1fIOqtkkPVNzg,0.501
15,0.00175,https://api.spotify.com/v1/audio-analysis/27Ly5HJ6no0ie8se4LkGd2,0.475,122107,0.946,27Ly5HJ6no0ie8se4LkGd2,0.00318,1,0.757,-4.614,1,0.225,75.157,4,https://api.spotify.com/v1/tracks/27Ly5HJ6no0ie8se4LkGd2,audio_features,spotify:track:27Ly5HJ6no0ie8se4LkGd2,0.383
16,0.000579,https://api.spotify.com/v1/audio-analysis/5VZ8Y1eQAvLc64YP4fPlBl,0.391,258000,0.973,5VZ8Y1eQAvLc64YP4fPlBl,0.674,1,0.211,-1.171,1,0.0526,160.021,4,https://api.spotify.com/v1/tracks/5VZ8Y1eQAvLc64YP4fPlBl,audio_features,spotify:track:5VZ8Y1eQAvLc64YP4fPlBl,0.0709
17,0.00343,https://api.spotify.com/v1/audio-analysis/7k1uZVGGrZBwOBcxGdiMCm,0.549,174000,0.909,7k1uZVGGrZBwOBcxGdiMCm,0.19,0,0.075,-3.302,1,0.257,159.827,4,https://api.spotify.com/v1/tracks/7k1uZVGGrZBwOBcxGdiMCm,audio_features,spotify:track:7k1uZVGGrZBwOBcxGdiMCm,0.535
18,0.000279,https://api.spotify.com/v1/audio-analysis/3lTYIZWnZpN5TMw3zlOPSf,0.543,193867,0.827,3lTYIZWnZpN5TMw3zlOPSf,0.000645,10,0.194,-4.25,0,0.0459,150.001,4,https://api.spotify.com/v1/tracks/3lTYIZWnZpN5TMw3zlOPSf,audio_features,spotify:track:3lTYIZWnZpN5TMw3zlOPSf,0.103
19,0.0346,https://api.spotify.com/v1/audio-analysis/1AIHqJAaV8If2DQ29BotoL,0.497,149598,0.913,1AIHqJAaV8If2DQ29BotoL,0.014,7,0.521,-3.385,1,0.289,115.559,3,https://api.spotify.com/v1/tracks/1AIHqJAaV8If2DQ29BotoL,audio_features,spotify:track:1AIHqJAaV8If2DQ29BotoL,0.182
0,0.327,https://api.spotify.com/v1/audio-analysis/1VJ4tttfxHq0Eu5x2nTCvx,0.495,168849,0.444,1VJ4tttfxHq0Eu5x2nTCvx,5.39e-06,5,0.269,-8.617,1,0.0276,105.431,4,https://api.spotify.com/v1/tracks/1VJ4tttfxHq0Eu5x2nTCvx,audio_features,spotify:track:1VJ4tttfxHq0Eu5x2nTCvx,0.65
1,0.487,https://api.spotify.com/v1/audio-analysis/1QesQ27kCWYTYuXJi8SApS,0.254,206400,0.928,1QesQ27kCWYTYuXJi8SApS,1.33e-05,9,0.112,-5.885,0,0.318,189.451,4,https://api.spotify.com/v1/tracks/1QesQ27kCWYTYuXJi8SApS,audio_features,spotify:track:1QesQ27kCWYTYuXJi8SApS,0.327
2,0.758,https://api.spotify.com/v1/audio-analysis/5H06kjjKa1Oz8BZcGeplel,0.546,268280,0.429,5H06kjjKa1Oz8BZcGeplel,0.403,0,0.0976,-10.636,1,0.0321,141.091,4,https://api.spotify.com/v1/tracks/5H06kjjKa1Oz8BZcGeplel,audio_features,spotify:track:5H06kjjKa1Oz8BZcGeplel,0.294
3,0.612,https://api.spotify.com/v1/audio-analysis/2dJrn376fJPUCj1f4txnRQ,0.523,210628,0.482,2dJrn376fJPUCj1f4txnRQ,0.0103,4,0.264,-6.646,1,0.0245,79.581,4,https://api.spotify.com/v1/tracks/2dJrn376fJPUCj1f4txnRQ,audio_features,spotify:track:2dJrn376fJPUCj1f4txnRQ,0.283
4,0.0991,https://api.spotify.com/v1/audio-analysis/7z6pDIQFv510mRKfyEjHR1,0.488,189475,0.796,7z6pDIQFv510mRKfyEjHR1,0.0574,7,0.239,-8.63,0,0.036,137.016,4,https://api.spotify.com/v1/tracks/7z6pDIQFv510mRKfyEjHR1,audio_features,spotify:track:7z6pDIQFv510mRKfyEjHR1,0.656
5,0.28,https://api.spotify.com/v1/audio-analysis/6AKYhRh9Oz1nzscR5kZS7T,0.454,237000,0.719,6AKYhRh9Oz1nzscR5kZS7T,0.00209,9,0.089,-7.74,1,0.0326,121.548,4,https://api.spotify.com/v1/tracks/6AKYhRh9Oz1nzscR5kZS7T,audio_features,spotify:track:6AKYhRh9Oz1nzscR5kZS7T,0.594
6,0.232,https://api.spotify.com/v1/audio-analysis/31xHu2X5JsxC4cQTypoJ2l,0.463,268413,0.855,31xHu2X5JsxC4cQTypoJ2l,9.8e-06,7,0.205,-5.171,1,0.0343,86.051,4,https://api.spotify.com/v1/tracks/31xHu2X5JsxC4cQTypoJ2l,audio_features,spotify:track:31xHu2X5JsxC4cQTypoJ2l,0.764
7,0.179,https://api.spotify.com/v1/audio-analysis/5WsxLkPL1QRKRfCed6qTTn,0.599,265773,0.488,5WsxLkPL1QRKRfCed6qTTn,0.00523,0,0.137,-8.046,0,0.0297,128.534,4,https://api.spotify.com/v1/tracks/5WsxLkPL1QRKRfCed6qTTn,audio_features,spotify:track:5WsxLkPL1QRKRfCed6qTTn,0.353
8,0.349,https://api.spotify.com/v1/audio-analysis/5D9PzL95N2AE7hGj7r8kSw,0.466,329046,0.706,5D9PzL95N2AE7hGj7r8kSw,0.0176,7,0.984,-10.593,1,0.0378,111.649,4,https://api.spotify.com/v1/tracks/5D9PzL95N2AE7hGj7r8kSw,audio_features,spotify:track:5D9PzL95N2AE7hGj7r8kSw,0.52
9,0.352,https://api.spotify.com/v1/audio-analysis/7rYGZmhNJhsmVLjPidM1q8,0.595,194987,0.797,7rYGZmhNJhsmVLjPidM1q8,0.000553,0,0.107,-6.243,1,0.029,111.058,4,https://api.spotify.com/v1/tracks/7rYGZmhNJhsmVLjPidM1q8,audio_features,spotify:track:7rYGZmhNJhsmVLjPidM1q8,0.9
10,0.573,https://api.spotify.com/v1/audio-analysis/1hkC9kHG980jEfkTmQYB7t,0.588,221187,0.382,1hkC9kHG980jEfkTmQYB7t,3.31e-05,5,0.112,-8.821,0,0.036,95.239,4,https://api.spotify.com/v1/tracks/1hkC9kHG980jEfkTmQYB7t,audio_features,spotify:track:1hkC9kHG980jEfkTmQYB7t,0.72
11,0.74,https://api.spotify.com/v1/audio-analysis/26uHwSHlaK5mskSMhbRod3,0.571,233667,0.281,26uHwSHlaK5mskSMhbRod3,0.0,5,0.163,-10.56,1,0.0475,142.263,4,https://api.spotify.com/v1/tracks/26uHwSHlaK5mskSMhbRod3,audio_features,spotify:track:26uHwSHlaK5mskSMhbRod3,0.294
12,0.482,https://api.spotify.com/v1/audio-analysis/2eEj2cIxdU4wm47z7UBMIC,0.535,201000,0.425,2eEj2cIxdU4wm47z7UBMIC,0.000335,0,0.0842,-8.392,1,0.0292,64.712,4,https://api.spotify.com/v1/tracks/2eEj2cIxdU4wm47z7UBMIC,audio_features,spotify:track:2eEj2cIxdU4wm47z7UBMIC,0.239
13,0.357,https://api.spotify.com/v1/audio-analysis/0MJ5Qltavj6AWdxjheHlSI,0.76,243440,0.428,0MJ5Qltavj6AWdxjheHlSI,0.000351,9,0.0753,-8.768,1,0.0347,108.574,4,https://api.spotify.com/v1/tracks/0MJ5Qltavj6AWdxjheHlSI,audio_features,spotify:track:0MJ5Qltavj6AWdxjheHlSI,0.459
14,0.611,https://api.spotify.com/v1/audio-analysis/5NNXPVydz9kE8xOY7ycj4r,0.541,218520,0.342,5NNXPVydz9kE8xOY7ycj4r,0.000527,2,0.0952,-11.753,1,0.0467,87.594,4,https://api.spotify.com/v1/tracks/5NNXPVydz9kE8xOY7ycj4r,audio_features,spotify:track:5NNXPVydz9kE8xOY7ycj4r,0.49
15,0.955,https://api.spotify.com/v1/audio-analysis/72i7dwVrHdfDnr3qmINh5U,0.465,284867,0.242,72i7dwVrHdfDnr3qmINh5U,0.0223,9,0.126,-10.46,1,0.0298,102.812,4,https://api.spotify.com/v1/tracks/72i7dwVrHdfDnr3qmINh5U,audio_features,spotify:track:72i7dwVrHdfDnr3qmINh5U,0.315
16,0.378,https://api.spotify.com/v1/audio-analysis/3VqCUJv72SIoDMd6ZT29fS,0.667,179253,0.589,3VqCUJv72SIoDMd6ZT29fS,0.0085,5,0.0951,-7.59,1,0.0331,136.736,4,https://api.spotify.com/v1/tracks/3VqCUJv72SIoDMd6ZT29fS,audio_features,spotify:track:3VqCUJv72SIoDMd6ZT29fS,0.686
17,0.326,https://api.spotify.com/v1/audio-analysis/4236yFIkzAwrNhwb9hZzqY,0.591,236253,0.452,4236yFIkzAwrNhwb9hZzqY,0.0,9,0.113,-7.648,1,0.0406,146.019,4,https://api.spotify.com/v1/tracks/4236yFIkzAwrNhwb9hZzqY,audio_features,spotify:track:4236yFIkzAwrNhwb9hZzqY,0.653
18,0.218,https://api.spotify.com/v1/audio-analysis/6StOJ1kNRZIohusDxc9gIM,0.709,279253,0.418,6StOJ1kNRZIohusDxc9gIM,5.01e-05,2,0.111,-7.453,1,0.0525,130.701,4,https://api.spotify.com/v1/tracks/6StOJ1kNRZIohusDxc9gIM,audio_features,spotify:track:6StOJ1kNRZIohusDxc9gIM,0.272
19,0.0203,https://api.spotify.com/v1/audio-analysis/18VoO998h6uVlEWgtKzQug,0.654,246893,0.768,18VoO998h6uVlEWgtKzQug,0.00932,2,0.0381,-7.28,1,0.0396,89.82,4,https://api.spotify.com/v1/tracks/18VoO998h6uVlEWgtKzQug,audio_features,spotify:track:18VoO998h6uVlEWgtKzQug,0.695
0,0.928,https://api.spotify.com/v1/audio-analysis/1LZmPbAxiGWqyJhrsuGtuz,0.484,114347,0.202,1LZmPbAxiGWqyJhrsuGtuz,0.0,7,0.16,-13.519,1,0.0456,88.345,4,https://api.spotify.com/v1/tracks/1LZmPbAxiGWqyJhrsuGtuz,audio_features,spotify:track:1LZmPbAxiGWqyJhrsuGtuz,0.223
1,0.53,https://api.spotify.com/v1/audio-analysis/0s9Gq2pU6n8WPKDf6pjaQz,0.336,219960,0.512,0s9Gq2pU6n8WPKDf6pjaQz,0.0,9,0.0851,-6.848,1,0.0389,104.185,4,https://api.spotify.com/v1/tracks/0s9Gq2pU6n8WPKDf6pjaQz,audio_features,spotify:track:0s9Gq2pU6n8WPKDf6pjaQz,0.389
2,0.813,https://api.spotify.com/v1/audio-analysis/2sehHdwfREvDZFWqMsbE3s,0.287,181533,0.194,2sehHdwfREvDZFWqMsbE3s,3.41e-05,10,0.198,-13.285,1,0.035,89.594,3,https://api.spotify.com/v1/tracks/2sehHdwfREvDZFWqMsbE3s,audio_features,spotify:track:2sehHdwfREvDZFWqMsbE3s,0.297
3,0.488,https://api.spotify.com/v1/audio-analysis/3idmx4EBQWcX7viRcrHhED,0.664,249133,0.619,3idmx4EBQWcX7viRcrHhED,0.0,7,0.335,-4.396,1,0.0679,131.598,4,https://api.spotify.com/v1/tracks/3idmx4EBQWcX7viRcrHhED,audio_features,spotify:track:3idmx4EBQWcX7viRcrHhED,0.585
4,0.49,https://api.spotify.com/v1/audio-analysis/23ml8zUfQyGfGkNClaTEk8,0.606,198013,0.568,23ml8zUfQyGfGkNClaTEk8,0.0,7,0.143,-6.153,0,0.255,129.623,4,https://api.spotify.com/v1/tracks/23ml8zUfQyGfGkNClaTEk8,audio_features,spotify:track:23ml8zUfQyGfGkNClaTEk8,0.675
5,0.586,https://api.spotify.com/v1/audio-analysis/7bu6amibmMxS0QxwDH03sJ,0.67,159960,0.419,7bu6amibmMxS0QxwDH03sJ,0.0,0,0.0686,-6.327,1,0.0343,113.229,3,https://api.spotify.com/v1/tracks/7bu6amibmMxS0QxwDH03sJ,audio_features,spotify:track:7bu6amibmMxS0QxwDH03sJ,0.524
6,0.345,https://api.spotify.com/v1/audio-analysis/3eVPic7err4veY0biCFzEw,0.747,73093,0.725,3eVPic7err4veY0biCFzEw,0.0,10,0.86,-5.736,1,0.32,127.856,4,https://api.spotify.com/v1/tracks/3eVPic7err4veY0biCFzEw,audio_features,spotify:track:3eVPic7err4veY0biCFzEw,0.775
